,problem_text,topic
2116,Six of the play bones were placed on the back so that each of them could rotate independently of the others. (Pushing through the centres of opposite edges.),dirichlet
2117,"Formulate and prove the division by (a) the level of the base of the counting system (similar to 100, 1,000,...). (b) the base divider of the numeracy system (similar to 2 and 5.).",number_theory
2118,"In the country, 1001 cities, every two cities, are connected by a one-way road, and there are exactly 500 roads out of each city, and there are exactly 500 roads to each city, and an independent republic has been separated from the country, with 668 cities, and you can prove that you can travel from each city to any other city without leaving the Republic.",combinatorics
2119,Wasa wrote the natural numbers from 1 to 72 into the cells of table 4×18 in some order known to him. First he found a work of numbers standing in each column and then each of the 18 pieces received calculated the sum of the figures. Could all the amounts obtained be the same?,number_theory
2120,Three members ax2 + bx + c at all whole x is the exact fourth degree. Prove that then a = b = 0.,dirichlet
2121,"The sum of the numbers a over S(a). Prove that if S(a) = S(2a), the number a is divided by 9.",number_theory
2122,"Is it possible to distinguish geometric progress from one, one, two, four, eight,... geometric progress with the sum of members equal to (a) 1/7; (b) one, five?",number_theory
2123,Find a two-digit number that equals the sum of the cube of the number of its dozens and the square of the number of its units.,number_theory
2124,"In a large pill for the greed of 11 g of antimatter, in the middle 1.1 g, and in the small, 0.11 g. The doctor prescribed Robin-Bobin to eat exactly 20.13 g of antimatter. Can Robin-Bobin comply with the doctor's prescription by eating at least one pill of each species?",number_theory
2125,Let the natural number n be that n + 1 is divided by 24. Prove that the sum of all natural n dividers is divided by 24.,number_theory
2126,"What is the greatest length of arithmetical progress of natural numbers a1, a2,..., an with a difference of 2 having a characteristic: – simple at all k = 1, 2,..., n?",number_theory
2127,The correct hexagon with side 5 is broken into the right triangles with side 1 (see figure).,dirichlet
2128,"Within the circle are the points A1, A2,..., An, and on its border, the points B1, B2,......, Bn such that the A1B1, A2B2,..., AnBn do not cross. An Bunner can jump from Ai to Aj, if the AiAj segment is not crossed from either of the sections of AkB1, B2,......,...,..., AnBn does not cross. AKAjj can jump from Ai point Ai to Aj, if the AiAjj part is not crossed from either of the sections of AkBkK, KKKKKKK, k·i·i, J. Bn. Prove that for a few of a few of the leaps of a day, this sling can get from each Ap point to any point Ap,...... An An ABnByn can not cross over from Ai-AiAjjj is not cross from either Ai-Ai-Ai-Ai-Bong, there are three commissions of bureaucat. It is known that for each of each pair of the bureaux of the different commissions among the members of the members of the different commissions, the remaining of the members of the remaining commissions, the remaining of the remaining of the remaining of the members of the members of the members of the members of the members of the members of the members of the members of the members of the members of the members of the members of the other [A of the other]]]]] [A.]] [A.] [Ai] [A.] [Ai] [Ai- account the tasks are count of the tasks are count of the tasks of the tasks of the tasks are the tasks of the tasks of the tasks of the tasks of the tasks are the tasks of the tasks of the tasks of the tasks of the tasks of the tasks of the tasks of the tasks of the tasks of the tasks of the tasks are the tasks of the tasks of the tasks of the tasks of the tasks of the tasks of the tasks of the tasks of the tasks of the tasks of the tasks are in two are the tasks are in two are in two in two in two aspects of the tasks in two ways in two ways in two ways in two ways in two ways in two ways in two ways in two ways in two ways in",combinatorics
2129,"There's a couple of four-legged chairs and three-legged stools in the room. When all the chairs and stools are human, there's only 39 legs in the room. How many chairs and how many stools are there?",number_theory
2130,The correct 1981 coal has 64 vertices. Prove that there is a trapeze with vertices at the points noted.,combinatorics
2131,"Prove that for any member of the P(x) degree n with natural coefficients there is such an entire number k that the numbers P(k), P(k + 1),..., P(k + 1996) will be composite if (a) n = 1; (b) n is an arbitrary natural number.",number_theory
2132,Pete's first grader only knows the number 1. Prove that he can write a number divided by 1989.,dirichlet
2133,"If you write for each colour a number of hats, all the numbers will be different.",combinatorics
2134,Each cell of square table 2×2 can be painted in black or white. How many different colors exist in this table?,combinatorics
2135,"On the anniversary of the 57th school, the Moscow Monet Court released 57 copéeks of coins, and on the 239th anniversary of the school, the 239 copéek coins released the St. Petersburg Monet Court. So that no one is offended, the amount of money released on both occasions is the same. Will Oleg and his 36 friends be able to divide all the coins produced so that everyone gets the same amount of coins?",number_theory
2136,"In the city of N, every subway station can be driven to any other station to prove that one of the stations can be closed down for repair without the right of access to it so that any of the remaining stations can continue to travel to any other station.",graphs
2137,"Prove that 3099 + 61,100 is divided into 31.",number_theory
2138,In what cases is it possible to compare ax b (mod m)? Describe all the solutions of this comparison in whole numbers.,number_theory
2139,The city tournament is held once a year and the year of the fall tour is now divided into the number of the tournament: 2021:43 = 47.,number_theory
2140,Is there such a natural n that 3n + 2.17n is a square of some natural number?,number_theory
2141,Prove equality:,combinatorics
2142,Find the balance of the 311989 by 7.,number_theory
2143,Petia chose 10 consecutive natural numbers and each recorded either a red or a blue pencil (both colors are present). Can the sum of the lowest total of all red numbers and the lowest total of all blue numbers end with 2016?,number_theory
2144,"Send a comment Decision Task 66659 Themes:[The three straight points that intersect at one point] [The four points that are on the same circle] The complexity: 5Classes: 10.11 Authors: Polish A., Polish N. On the sides of AB,BC, CA$ a triangle of $1, ABC has selected the points C_1, A_1, B_1B_1B_1B_1; CC_1 has crossed into one point. The Luces B_1A_1 and B_1C1 have crossed the described circle at points A_2 and C_2 dollars. Prove that the points A,C, the point of intersection of $A_2C_2 with $2 BB_1 and the middle of $A_2C_2 are located in one circle.",geometry
2145,"There is the following way to check whether this number N is divided by 19: (1) we throw out the last digit at the number N; (2) we add to the resulting number a discarded number by 2; (3) we do transactions with the number received (1) and (2) until the number is less than or equal to 19. (4) If there are 19, then 19 is divided by N, otherwise N is not divided by 19. Prove the fairness of this term of division.",number_theory
2146,"The divider is six times larger, and the divider is six times larger than the private one.",number_theory
2147,"Of the 101 Dalmatians, 29 have spots on the left ear alone, 17 have only on the right ear, and 22 have no spots on their ears. How many Dalmatians have a stain on the right ear?",combinatorics
2148,A hundred positive numbers are recorded in a circle. The square of each number is equal to the sum of the two numbers behind this number by clockwise. What numbers can be recorded?,polynoms
2149,"Let a, b, c are natural numbers. (a) Prove that if NOC(a, a + 5) = HOK(b, b + 5), then a = b. b) can the NOC(a, b) and NOC(a + c, b + c) be equal?",number_theory
2150,"To prove that of the 17 different natural numbers either there are five such numbers a, b, c, d, e that each of the numbers of this five, except the latter, is divided by the number behind it, or there are five such numbers that none of them is divided into the other.",number_theory
2151,The carpet is in the shape of a square with a side of 275 cm. The mole has four holes in it. Can a square piece with a side of 1 m not containing a hole be removed from the carpet?,dirichlet
2152,"Let m1(x),..., mn(x) – in pairs of mutually simple multi-member, a1(x),..., an(x) – arbitrary multi-member. Prove that there is exactly one such multi-member p(x) that p(x) * a1(x) (mod m1(x)), p(x) * an(x) (mod mn(x)) and deg p(x) < deg m1(x) +... + deg mn(x).",number_theory
2153,"The figure shows a graph of the quadratic three members (the per cent has been erased, the distance between the neighbouring points noted is equal to 1). What is the discrimination of this three members?",polynoms
2154,"It is known that a12 + b12 + c12 + d12 + e12 + f12 is divided into 13 (a, b, c, d, e, f - whole numbers). Prove that abcdef is divided into 136.",number_theory
2155,Shaltai-Boltai walks straight through a minute either 37 steps to the left or 47 steps to the right. In what is the least time he can be one step right of the reference point?,number_theory
2156,Prove that for valid positive α and natural d there is always equality [α/d] = [(α]/d].,number_theory
2157,"Let's say a and b are whole numbers. Prove that if a2 + 9ab + b2 is divided by 11, then a2 – b2 is divided by 11.",number_theory
2158,"a, b, p is any whole number. To prove that there are so simple k, l that ak + bl is divided into p.",number_theory
2159,"(b) In the table m×n, the ""+"" and ""-"" signs are placed. In one move, it is allowed to change the labels to the opposite in any row or column or to any diagonal (angle cells are also considered diagonals).",number_theory
2160,"Prove that the numbers 1, 2,..., n at no time n > 1 cannot be broken into two sets so that the work of the numbers of one of them equals that of the other.",number_theory
2161,"Twenty-five boxes contain balloons of several colors. It is known that for any k (1 ≤ k ≤ 25), any k boxes contain balloons of exactly k + 1 different colors. Prove that the balloons of one of the colors lie in all the boxes.",dirichlet
2162,Set the equation xy + 3x – 5y = - 3.,number_theory
2163,[The value of the angle between two chordes and two singinging] [Symmetry helps to solve the problem] [Symmetry helps to solve the problem],geometry
2164,Prove that the CO is the bissect of the intersect of the right angle.,geometry
2165,Prove that a graph in which every two vertices are connected exactly one simple way is a tree.,graphs
2166,The chocolate has a size of 4×10 tiles. One step is allowed to break one of the already existing pieces into two pieces along the straight-line fracture. For what is the least number of moves you can break the chocolate into pieces the size of one tile?,invariant
2167,Find all such pairs of prime numbers p and q that p3 - q5 = (p + q)2.,number_theory
2168,"Two multi-member P(x) = x4 + ax3 + bx2 + cx + d and Q(x) = x2 + px + q take negative values at a certain interval of I over 2, and outside I are not negative. Prove that there is a point x0 that P(x0) < Q(x0).",number_theory
2169,"There were 2,018 participants at the Olympics, some of whom are familiar with each other. Let's say that a couple of acquaintances make up the circle if any other participant in the Olympics is not familiar with any of them. Prove that it is possible to place all the participants in the Olympics in 90 audiences in such a way that all the members of any ""circus"" will not sit in any audience.",combinatorics
2170,The city is in the shape of a square of 5x5: What is the least length of a route if you have to walk through every street of this city and return to the same place? (It is possible to pass any number of times on every street.),graphs
2171,"In table 25×25, the numbers are set in such a way that all the numbers from 1 to 25 are found in each column and row. The table is symmetrical in relation to the main diagonal. Prove that all the numbers from 1 to 25 occur once on the main diagonal.",dirichlet
2172,Three paired circles are given on the plane. The intersection points of each of them are straight. Prove that these three lines overlap at the same point or parallel.,geometry
2173,"In a rectangular table of m rows and n columns, mn positive numbers are recorded. We will find in each column a work of numbers and add all n of these. Prove that if you move the numbers in each row in order of increase, the sum of the same works will be no less than in the original one. Resolve this task for (a) m = n = 2; (b) m = 2 and arbitrary n; (c) any natural m and n.",invariant
2174,"Some of them are familiar with each other, and every two strangers have exactly two common acquaintances, and every two acquaintances have no common acquaintances. To prove that each person present is familiar with the same number of people.",combinatorics
2175,Find all the natural numbers divided by 30 and having exactly 30 different dividers.,number_theory
2176,"The numbers m and n are called friendly if the sum of your own number dividers m equals n, and vice versa, the sum of your own number dividers n equals m. In other words, the numbers m and n are friendly if m = n and n = n = m. Prove that if all three numbers p = 3/2k-1 – 1, q = 32k – 1 and r = 922k-1 – 1 = simple, then the numbers m = 2kpq and n = 2kr = friendly. Build examples of friendly numbers.",number_theory
2177,The lengths of the sides of the triangle are the roots of the cubic equation with rational coefficients. Prove that the length of the triangle is the roots of the sixth degree equation with rational coefficients.,polynoms
2178,Prove that a3 + b3 + 4 is not a whole number cube for any natural a and b.,number_theory
2179,"(a) Is there an infinite sequence of natural numbers that has the following properties: none of these numbers is divided into another, but among every three numbers you can choose two, the sum of which is divided into a third?",number_theory
2180,(a) Dan is an convex 101. Prove that the axis of symmetry passes through one of its vertebrates. (b) What can be said in the case of a pentagon?,number_theory
2181,What digital roots (see 60794) do complete squares and full cubes have?,number_theory
2182,"(a) In a group of four people who speak different languages, any three can communicate (perhaps one can translate the other two). Prove that they can be divided into pairs, each of which has a common language. (b) The same for a group of 100 people. (c) The same for a group of 102 persons.",graphs
2183,Can a number whose sum of figures is 2001 be a square of an entire number?,number_theory
2184,Are there such different natural numbers in 2013 that the sum of each of them is divided by their difference?,number_theory
2185,"On the computer screen, the number 141. Every second, the computer multiplys all the numbers on the screen, the output is either added to it or subtracted from it, and the result appears on the screen instead of the original number. Will the number 141 ever appear on the screen?",number_theory
2186,"The reinforcement system consists of pancakes. Some of the pancakes are connected by trenches, with each pandah running into another one. In one of the pancakes, an infantryman hides in one of the pancakes. The cannon can cover any pancakes with a single shot. In every area between the shots, the infantryman must cross one of the cannons into a nearby pancakes (even if the nearby pancakes have just been hit by a gun, the infantryman can run there). Call the safe system if the cannon doesn't have a guaranteed strategy to kill the infantryman (that is, a sequence of shots that will strike the infantryman, regardless of his initial location and subsequent movements). (a) Prove that the reinforcement system displayed in the drawing is reliable. (b) Find all the solid systems of reinforcements that will stop the infantryman from reaching through any of the roofs.",graphs
2187,Send comment Decision Page: < < 2 3 4 5 6 7 8 >> [Total tasks: 1270] 1 2 5 10 20 50 100 with decisions,geometry
2188,Prove that the circle built on the side of the equibed triangle as on the diameter passes through the middle of the base.,geometry
2189,There's an 8x8 table showing the chess board. Each step allows any two columns or any two lines to be replaced. Can you make the top half of the table white and the bottom half black in a few steps?,invariant
2190,"(a) Two identical sixs with 14 teeth each. They were placed on each other so that the teeth match. (So the projection on the plane looks like one.) Then four pairs of matching teeth drank. Is it always possible to turn these sixs relative to each other so that the projection on the plane looks like one whole six? (Shesters can be rotated, but cannot be rotated.)",dirichlet
2191,Prove that any natural number is comparable to its last digit in module (a) 10; (b) 2; (c) 5.,number_theory
2192,"The plane gives n > 4 points, none of which lie on the same line. Prove that there are no less than different convex quadrilaterals with vertebrates at these points.",combinatorics
2193,"On an endless chess board, there are two black checkers on two adjacent black fields on the diagonal. Can you add a number of black checkers and one white one so that the white one can take all the black checkers, including the two originally standing ones, in one move?",number_theory
2194,"A straight stick with a length of 2 metres has been sawed into N, each of which is expressed by an entire number of centimetres. At what least can you guarantee that by using all the resulting sticks, it is possible, without breaking them, to fold the contour of some rectangle?",dirichlet
2195,"p and q is simple numbers, big 3. Prove that p2 – q2 is divided into 24.",number_theory
2196,"In the country, there are 100 roads out of every city, and every city can be reached, and one road has been closed to repair, and you can prove that every city can be reached by any other city.",graphs
2197,Let p > 2 be a prime number. Prove that 7p – 5p – 2 is divided by 6p.,number_theory
2198,"Find the rest of the 8,900 by 29.",number_theory
2199,"Prove that there are no whole numbers that would increase by a factor of 5, 6 or 8 from moving the initial figure to the end.",number_theory
2200,"What is the smallest length of a piece of wire so that it can bend a cube frame with a rib of 10 cm? (The wire can pass one rib twice, bend 90 degrees and 180 degrees, but it cannot be broken.)",combinatorics
2201,Can 77 phones be connected with wires so that everyone is connected to exactly fifteen?,combinatorics
2202,"The second graders of Kol, Wasa, Misha, Stöp, and Grisha, in turn, correctly decided five examples from the multiplication table. Each of the next boys received an answer equal to one and a half times the previous one. What numbers did Stöp multiply?",number_theory
2203,"The famous and the TV players play ""What? Where? When"" until six wins, who wins the first six rounds wins the game. The odds of winning the Knowers in one round are 0.6, nobody is there. Now the Knatoks are losing at 3: 4. Find the probability that the Knatoks will win.",combinatorics
2204,Prove inequalities: (a),combinatorics
2205,"How many can a bouquet of 17 flowers be made of if there are cloves, roses, gladiolus, iris, tulips and basils on the market?",combinatorics
2206,"Prove that under no natural m the number 1998m – 1 is divided by 1,000m – 1.",number_theory
2207,(a) 1 + a cosine +... + a ak cosine k,combinatorics
2208,"Space communications have been introduced between the nine planets of the solar system. Missiles are flying along the following routes: Earth - Mercury, Pluto - Venus, Earth - Pluto, Pluto - Mercury, Mercury - Venus, Uran - Neptune, Neptune - Saturn, Saturn - Jupiter, Jupiter - Mars and Mars - Uranus. Can we get from Earth to Mars?",graphs
2209,"To prove: (a) the work of two odd numbers is odd; (b) the even number with any whole number is even. To send a comment, Decision Task 35012 Theme: [Remarks of division by 3 and 9] Complexity: 2Klasses: 7.8 Knows that 35! = 10331476361449*666575232000000. Find a figure replaced by an star. To send a comment, Decision 55805 Subject: 2Klass: 6.7 Boys and Girls sit in the round table. Prove that the number of neighboring pairs of different sexes is equal.",number_theory
2210,x2 y2 (mod 239). Prove that x x y or x x x is y.,number_theory
2211,"It's okay. It's okay, it's okay, it's okay.",number_theory
2212,"Is there such a natural number M that no natural number, the decimal place of which consists of only zeros and no more than 1988 units, is divided into M?",number_theory
2213,Find the highest expression value x2y – y2x if 0 ≤ x ≤ 1 and 0 ≤ y ≤ 1.,polynoms
2214,"a, b, c = natural numbers, SPLM(a, b, c) = 1 and Prove that a – b is the exact square.",number_theory
2215,"Score Comment Decision Task 52588 Themes: [The value of the angle between two chords and two intersections] [The written angle is equal to half the central angle] The complexity: 3+Class: 8.9 From the end of the AB arc containing mo, the chords of AC and BD have been made, so that the DMC angle formed by their intersection is equal to the angle of the DNC in the arc of CD. Find a degree measure of this arc. Send a comment Decision Task 76516 Themes: [The value of the angle between the two chords and the two symmetry helps solve the problem.]",geometry
2216,Prove that (a) is divided into 13; (b) is divided into 17.,number_theory
2217,"Let K(x) be equal to the number of such irresistible fractions a/b that a < x and b < x (a and b) are natural numbers. For example, K(5/2) = 3 (drums 1, 2, 1/2), calculate the sum of K(100) + K(100/2) + K(100/3) +... + K(100/99) + K(100/100).",number_theory
2218,"Find the largest common divider of many P(x), Q(x) members and imagine it as P(x)U(x) + Q(x)V(x): (a) P(x) = x4 + x3 – 3x2 – 4x – 1, Q(x) = x3 + x2 – x – 1; (b) P(x) = 3x4 – 5x3 + 4x2 – 2x + 1, Q(x) = 3x3 – 2x2 + x – 1.",number_theory
2219,"25 boys and several girls gathered at the party and found a funny pattern. If any group is selected from at least 10 boys and then all girls who are familiar with at least one of these boys are added to them, the number of boys in the group will be 1 less than the number of girls.",dirichlet
2220,"In a country, 100 cities (cities on a plane) have a record of the distance between them (total of 4,950 records) in the handbook for each pair of cities.",combinatorics
2221,Prove that the sides of any uneven triangle can be increased or reduced by the same amount in such a way as to produce a rectangular triangle.,polynoms
2222,"The number of k is chosen in one move, then the stones in the boxes are divided into groups of kk and the rest is less than kkkk. Leave one stone in each group and the rest in each group. Can you get five moves to leave one stone in the boxes one stone at the same stone, if each of them (a) has no more than 460 stones; (b) has no more than 461 stones? (b) has no more than 461 stones? do you want to comment Decision Task 109194 Themes are: [Burtness and lack of clarity] [The Dirichle principle [The Dirichle principle and lack of clarity] [The principle of dirichle and lack of clarity] [The principle of Dirichle, [The principle of dirichle (other other than other)]] [The principle of algorithms is: 5 Klo: 8.9.10 Author: Shapoals A.B. (a) not more than 460 stones; (b) has no more than 461xs in each of the viewers: (A.) The lead questions in the form ""The size of the charts is between this and these and these maps are these and these maps?""? One of the spect of the view of the spect of the spect of the view of the spect of the spect of the spect of the spect of the view of the view of the",number_theory
2223,Let f(x) = x2 + px + q. Under which p and q are the equations f(p) = f(q) = 0?,polynoms
2224,(a) 1 = 1/2 + 1/6 + 1/12 + 1/20 + 1/30 +... ;,combinatorics
2225,"The hostess baked cake for the guests. At the table, either p person or q (p and q are mutually simple). To what minimum number of pieces (not necessarily equal) should the cake be cut in advance so that it can in any case be distributed equally?",number_theory
2226,"Several positive numbers are written on the board: a0, a1, a2,..., an. Write on the other board the following numbers: b0 - how many numbers on the first board, b1 - how many numbers, big ones, b2 - how many numbers, big twos, etc. as long as the positive numbers are produced. At this end, zeros are not written. On the third board, the number c0, c1, c2,..., constructed by the numbers of the second board according to the same rule by which the numbers b0, b1, b2,... were constructed according to the numbers of the first board. Prove that the number sets on the first and third boards are consistent.",combinatorics
2227,"In the associated graph of the degrees of the four vertices are equal to 3, and the other vertebrates are equal to 4. Prove that the rib cannot be removed so that the graph splits into two isomorphic components of the connection.",graphs
2228,"So let's say m ≥ 1 and (a, m) = 1. Then a\(m) \1 (mod m). Prove the Eulerian theorem using the small Farm Theorem (a) in case of m = pn; (b) in general.",combinatorics
2229,"The Devil invites the Man to play the next game. First, the Man pays a sum of s and calls 97 threes {i, j, k} where i, j, k is natural numbers not exceeding 100. Then the Devil draws a convex 100-A2...A100 with an area equal to 100 and pays the Man a gain equal to 97 triangles AiAjAk.",dirichlet
2230,"The natural numbers m and n are such that m > n, m is not divided by n and is divided by n the same balance as m + n from the division by m – n. Find a relationship between m : n.",number_theory
2231,Could there be exactly 100 roads in a State where there are three roads out of each city?,number_theory
2232,"11 different natural numbers, not larger than 20, show that you can choose two numbers, one of which is divided into the other.",number_theory
2233,"On the straight line, you have 50 steps. Prove that either some eight segments have a common point, or there are eight segments, none of which have a common point.",dirichlet
2234,Are the comparisons a x b (mod m) and ac x bc (mod mc) equal?,number_theory
2235,"Two are playing the following game: there are two piles of candy. The gamer moves in turn. The move is that the player eats one of the piles and the other one divides it into two (equal or unequal) pieces. If he can't split a bunch because there's only one candy, he eats it and wins it. First, there were 33 and 35 candy in the piles. Who wins, starts or his partner, and how do you play it?",number_theory
2236,There are 2005 points on the plane (there are three of which are not on the same line). Each two points are connected by a segment. The tiger and the donkey play the next game. The donkey marks each segment of one of the numbers and then the tiger marks each point of one of the numbers. The donkey wins if there are two points marked by the same number as the one that connects them and loses otherwise. Prove that the donkey wins with the correct game.,combinatorics
2237,Each of the two n units of computers is connected by wire. Can each of these wires be painted in one of the n - 1 colors so that each block is separated from n - 1 wire of different colour if (a) n = 6; (b) n = 13?,graphs
2238,"(a) It is known that x + y = u + v, x2 + y2 = u2 + v2. Prove that for any natural n the equation xn + yn = un + vn is fulfilled.",polynoms
2239,"In the fairy-tale country of Perra Terra, among the inhabitants are Karabasa and Barabas, each of whom is familiar with six Karabassas and nine Barabas, each Barabas is familiar with ten Karabassas and seven Barabas.",combinatorics
2240,"The tourist firm carried out an action: ""Buy a trip to Egypt, bring four friends who will also buy a trip, and get the cost of the trip back."" 13 buyers came in, the others brought the others. Some of them brought four new customers, and the other 100 didn't bring anyone. How many tourists went to Pyramid Country for free?",graphs
2241,"Petya and Wasa came up with ten squares of three members. Then Vasia called consecutive natural numbers (starting with some), and Petya each named number set up one of the three members of his choice and recorded the values on the board from left to right. Turned out that the numbers recorded on the board constituted arithmetical progress (namely in this order). What was the maximum number of Wasa numbers that was given?",polynoms
2242,"Table 2006×2006 lists 1, 2, 3,..., 20062. Prove that there are so two numbers in cells with a common side or a top, that their sum is multiple 4.",number_theory
2243,The chess figure can move 8 or 9 cells horizontally or vertically. It is prohibited to go on the same cell twice. What is the largest number of cells that can bypass this figure on the 15x15 board? (Starting is allowed from any cell.),combinatorics
2244,"For each simple p, find the most natural degree of the number p! divided by the number (p2)!",combinatorics
2245,"In a small Scottish town, there was a school where there were about 1,000 students. Each of them had a wardrobe for clothing - only 1,000 cupboards, and the cupboards were numbered 1 to 1,000. And then there were ghosts in this school - at least 1,000 ghosts. Each of them locked up their cupboards while leaving school, and at night the ghosts started playing with cupboards, then slamming them. One night, the schoolmen, as usual, left all the closets locked. At midnight, there were ghosts. First, the first ghost opened all the cupboards; then the second ghost closed those cupboards that were divided into two; then the third ghost changed positions (that is, the closet was opened if it was closed, and it was closed if it was opened) of those cabinets, the number of which was divided into three.",number_theory
2246,"The number 1/42 was placed into an endless decimal point. Then the 1997 numeral was crossed out after the decimal point, and all the numbers standing on the right of the deleted figure were moved 1 to the left. What number is bigger: new or original?",number_theory
2247,"Malvina gave Buratino a mission: ""Check the clots in your notebook, add them to 7, divide them by 8, multiply them by 6, and take them out by 9, if you do it right, you get a simple number."" Buratino messed it up, he counted them exactly, but then he multiplied them by 7, subtracted them from the result by 8, then divided them by 6 and added them to 9. What's the answer for Buratino?",number_theory
2248,"Ivan the king has two magic swords, the first one that can cut off the Snake of the Mountain 21 head. The second one is four heads, but the Snake of the Gorynich grows 2006 heads. Can Ivan cut off the Snake of the Mountain all heads if he had 100 heads at the beginning? (If, for example, the Snake of the Mountain has only three heads left, neither can he cut them with a sword.)",invariant
2249,"The know-how writes on board 10 numbers, then the Unsub writes another 10 numbers, and all 20 numbers have to be positive and different. Could the Knower write such numbers so that it would then be guaranteed to produce 10 square three members of the species x2 + px + q, among which all the recorded numbers and q would be met, and the (real) roots of these three members took exactly 11 different values?",polynoms
2250,"[The angle between the relative and the chord] The problem is: 3Klass: 8.9 The Cass: 8.9 The Cass at point A to the described circle of the ABC triangle is the described circle of the ABC triangle cross the straight BC straight BC at point E;AD is the bisecttricetricececece of the ABC triangle. Prove that AE = AK = AK = AD. Send a comment Decision 67024 The task 67024 Theta 67024 Thea: [Agle between the AK between the x and the chord] The difficulty: 3Kl between the described circle of the AK between the x and the x-like triangles] The complexity: 3Klt: 9.10.11 The Author: Broadoa: The Br at the described circle of the A triangle of the ABC triangle of the AKK: 9.10.11 The author: the Broad D.J.Y., 9.10.11 The author: the Broad D.J., and the $$, and the $N$, the middle of the sides of the sides of the sides of the AB.B.B.B.B.B.B.B.B.B.B.A. and the value of the value of the value of the value of the value of the distance at point at point at point at point at point at point at point at point at point of the point of the value of the value of the value of the value of the value of the value of the direct of the direct of the direct of the direct of the direct of the direct of the direct of the direct of the direct of the direct value of the direct of the direct value of the direct of the direct of the direct of the direct of the direct of the direct of the direct of the direct of the direct of the direct of the direct of the direct of the direct of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the direct value of the value of the right of the",geometry
2251,"The natural row of 1, 2, 3,... is broken into several (final number) arithmetically progressive. Prove that at least one of these progressive first members divides into different members.",number_theory
2252,There are 2005 points on the plane (there are three of which are not on the same line). Each two points are connected by a segment. The tiger and the donkey play the next game. The donkey marks each segment of one of the numbers and then the tiger marks each point of one of the numbers. The donkey wins if there are two points marked by the same number as the one that connects them and loses otherwise. Prove that the donkey wins with the correct game.,graphs
2253,"(a) In a three-digit number, the first digit on the left was crossed out, then the two-digit number was multiplied by 7 and obtained the initial three-digit number. Find the number. (b) In a three-digit number, the average number was crossed out and the number was 6 times lower than the original number. Find such a three-digit number.",number_theory
2254,"The Sempoaltec tribe had 24 bars of gold, 26 rare pearls and 25 glass beads. Cortes has the power to exchange gold and pearls for one bead, Montesuma has one slug and one bead for one pearl, and totonas has one pearl and one bead for one gold slug. After long exchanges, the Sempoaltecs have only one thing left. What?",invariant
2255,"On positive numbers x and y are calculated a = 1/y and b = y + 1/x. Then they find C – the lowest number of three: x, a and b. What is the greatest value C can take?",polynoms
2256,"Find the smallest natural number of n for which the following condition is met: if the number p is simple and n is divided by p – 1, then n is divided by p.",number_theory
2257,"In the ABCD square from point D, as from the centre, the arc square is drawn inside the vertices A and C. On AD as the diameter is built within the square of the semi-circularity. A straight line linking the AAC arc's arbitrary point with the D point crosses the AD semi-circularity at point K. Prove that the length of PK is the distance from P point to the AB side. Send a comment: <7 8 9 10 11 12 >> [Total Tasks: 273] 1 - 5 - 10 - 20 - 50 - 100 with decisions",geometry
2258,"Send a comment Decision Task 35687 Themes: [The right (equal) triangle] [The value of angle between two chords and two sections] The complexity: 2+Class: 8.9 On the right triangle is the circle of the radius equal to its height. Prove that the angle of the arc cut on the circle of the sides of the triangle is always 600. Send a comment Decision Objective 66592 Themes: [Equivalent, written and described traps] [The value of angle between two chords and two squawks] The complexity: 3Classes: 8.9.10.11 Author: Blinks A.D. Dana is equal to the sum of the side sides of the triangle. Prove that the sharp angle between diagonals is not more than $60\circ.",geometry
2259,"Send a comment Decision Objective 104078 Themes: [Primorality] [Credentials. General characteristics]. Complexity: 3Classes: 5.6.7.8 In mink, a family of 24 mice lives. Each night, four of them go to a warehouse for cheese. Is it possible that at some point in time each mouse has been in a warehouse at one single time? Send a comment. Task 111241 Subject: [Treaties with limitations] Complex: 3Klass: 6.7.8 New Year's Girljande, hanging along the school corridor, consists of red and blue light bulbs. There is necessarily blue next to each red light bulb. What is the largest number of red light bulbs in this garland if there are only 50 light bulbs? Send a comment.",combinatorics
2260,Prove that a1a2...an–1an an–1an (mod 4).,number_theory
2261,"P(x) has a polynomial of P(x) with full coefficients, and for each natural x there is an inequality of P(x) > x. Let's determine the sequence {bn} as follows: b1 = 1, bk+1 = P(bk) for k ≥ 1. It is known that for any natural d there is a member of the sequence {bn} divided by d. Prove that P(x) = x + 1.",polynoms
2262,"Of the first k prime numbers, 2, 3, 5,..., pk (k > 5), all kinds of pieces are created in which each of the numbers does not enter more than once (e.g. 35, 3·7·... ·pk, 11 etc.) and the sum of all such numbers through S. Prove that S + 1 is decomposed into the work of more than 2k prime multipliers.",combinatorics
2263,"All the divisors of some composite natural number n, increased by 1, have been assigned to the board. Find all the numbers n for which the numbers on the board will be all of their own divisors of some natural number m.",number_theory
2264,"Let fk,l(x) be the production function of the sequence Pk,l(n) of task 61525: fk,l(x) = Pk,l(0) + xPk,l(1) +... + xklPk,l(kl).",combinatorics
